order_id,order_date,ship_date,ship_mode
CA-2016-144792,2014-12-12,2014-12-14,Standard Class
CA-2014-164385,2017-12-18,2017-12-24,Second Class
US-2016-114174,2017-12-18,2017-12-24,Standard Class
CA-2017-108070,2017-12-18,2017-12-24,Standard Class
US-2015-128090,2017-12-18,2017-12-24,Standard Class
CA-2017-101042,2015-07-04,2015-07-09,Standard Class
CA-2016-155439,2017-03-10,2017-03-14,Standard Class
CA-2016-118626,2017-03-10,2017-03-14,Standard Class
CA-2015-111458,2017-03-10,2017-03-14,Standard Class
US-2016-126844,2017-03-10,2017-03-14,Standard Class
US-2015-112508,2016-12-24,2016-12-28,Standard Class
CA-2015-147788,2016-12-24,2016-12-28,Standard Class
CA-2015-144288,2016-12-24,2016-12-28,Standard Class
CA-2015-110632,2017-10-23,2017-10-27,Second Class
CA-2017-109589,2016-10-28,2016-11-04,First Class
CA-2017-123967,2017-07-07,2017-07-09,Second Class
CA-2017-148929,2016-10-01,2016-10-02,Standard Class
CA-2017-134404,2016-10-01,2016-10-02,Same Day
CA-2017-109778,2017-09-02,2017-09-07,Standard Class
CA-2016-155845,2014-12-24,2014-12-29,Second Class
CA-2017-145128,2014-12-24,2014-12-29,Standard Class
CA-2014-129091,2017-09-23,2017-09-27,Standard Class
US-2014-155502,2017-06-04,2017-06-08,Standard Class
CA-2015-121041,2016-04-21,2016-04-26,Standard Class
CA-2017-131695,2016-04-21,2016-04-26,Standard Class
CA-2016-137729,2016-04-21,2016-04-26,Standard Class
US-2016-115455,2016-05-26,2016-05-26,Standard Class
CA-2017-128300,2016-05-26,2016-05-26,Second Class
CA-2017-149048,2016-05-26,2016-05-26,Standard Class
CA-2017-108553,2016-05-26,2016-05-26,Standard Class
CA-2016-165848,2016-05-02,2016-05-07,Same Day
CA-2014-112718,2014-09-08,2014-09-11,Standard Class
CA-2016-154053,2014-09-08,2014-09-11,Standard Class
CA-2014-127446,2016-09-05,2016-09-06,Standard Class
CA-2016-137204,2017-04-09,2017-04-11,Standard Class
CA-2014-147298,2017-04-09,2017-04-11,Standard Class
CA-2017-147942,2017-04-09,2017-04-11,Standard Class
CA-2017-115931,2015-12-06,2015-12-12,Standard Class
CA-2014-164861,2016-06-26,2016-07-03,Second Class
CA-2017-127180,2015-07-04,2015-07-08,First Class
US-2017-165344,2016-11-22,2016-11-26,First Class
CA-2015-168186,2016-11-22,2016-11-26,Standard Class
US-2017-110604,2016-11-22,2016-11-26,Standard Class
CA-2015-116750,2016-11-10,2016-11-12,Second Class
CA-2015-162369,2016-11-10,2016-11-12,Standard Class
CA-2017-108441,2015-08-27,2015-09-01,Standard Class
CA-2015-169740,2015-08-27,2015-09-01,Standard Class
CA-2016-124051,2015-08-27,2015-09-01,First Class
CA-2016-149111,2015-05-25,2015-05-29,Second Class
CA-2014-131002,2017-12-30,2018-01-03,Second Class
US-2016-146794,2017-12-30,2018-01-03,Standard Class
CA-2017-112515,2016-12-08,2016-12-12,Second Class
CA-2016-150343,2015-10-04,2015-10-07,Standard Class
CA-2015-135538,2016-12-23,2016-12-25,Standard Class
CA-2017-123372,2016-12-23,2016-12-25,Standard Class
CA-2017-159604,2015-09-19,2015-09-24,First Class
CA-2016-164784,2017-07-03,2017-07-07,First Class
CA-2016-111794,2017-07-03,2017-07-07,Same Day
US-2015-139759,2016-07-14,2016-07-16,Standard Class
CA-2014-126403,2016-06-20,2016-06-21,Second Class
CA-2017-136875,2016-06-20,2016-06-21,Same Day
CA-2017-132185,2016-06-20,2016-06-21,Standard Class
US-2014-160780,2016-06-20,2016-06-21,Same Day
CA-2017-127026,2016-06-20,2016-06-21,Standard Class
CA-2017-137085,2016-12-09,2016-12-13,Standard Class
CA-2016-133123,2016-12-09,2016-12-13,Standard Class
US-2016-128195,2016-09-24,2016-10-01,First Class
CA-2015-153220,2016-12-18,2016-12-23,First Class
CA-2014-123064,2016-12-18,2016-12-23,First Class
CA-2017-156412,2016-12-18,2016-12-23,Standard Class
US-2016-144211,2017-12-10,2017-12-14,Standard Class
CA-2016-138079,2014-07-01,2014-07-05,Standard Class
CA-2014-143182,2014-07-01,2014-07-05,Standard Class
CA-2016-161662,2017-02-03,2017-02-08,First Class
CA-2014-145317,2017-02-03,2017-02-08,Standard Class
CA-2014-143413,2017-03-03,2017-03-08,Standard Class
CA-2017-156818,2017-10-09,2017-10-10,Second Class
CA-2017-155873,2014-09-28,2014-10-03,Standard Class
CA-2015-121797,2014-05-27,2014-05-30,Standard Class
US-2015-120572,2015-06-14,2015-06-18,Standard Class
CA-2017-132430,2016-03-30,2016-04-01,First Class
CA-2017-146031,2017-10-15,2017-10-18,Second Class
CA-2014-110100,2016-05-23,2016-05-27,Standard Class
CA-2015-103723,2017-06-02,2017-06-06,Standard Class
CA-2014-127187,2017-06-02,2017-06-06,Standard Class
CA-2017-128475,2014-02-16,2014-02-21,Standard Class
CA-2014-100006,2014-02-16,2014-02-21,Standard Class
CA-2017-144827,2014-05-06,2014-05-10,Standard Class
CA-2014-110030,2016-05-16,2016-05-23,Second Class
CA-2014-121286,2017-04-02,2017-04-07,Second Class
CA-2016-164735,2017-03-31,2017-04-02,Second Class
CA-2014-153479,2017-03-31,2017-04-02,Standard Class
CA-2017-149888,2017-03-31,2017-04-02,Standard Class
CA-2017-119193,2017-01-02,2017-01-04,First Class
CA-2017-104801,2017-01-02,2017-01-04,Standard Class
CA-2014-107594,2017-01-02,2017-01-04,Standard Class
CA-2015-129770,2015-05-28,2015-06-01,Second Class
CA-2015-115798,2015-05-28,2015-06-01,Standard Class
CA-2017-122707,2014-03-17,2014-03-24,First Class
CA-2016-165015,2014-03-17,2014-03-24,Second Class
CA-2014-149244,2014-03-17,2014-03-24,Standard Class
CA-2015-140144,2014-03-17,2014-03-24,Second Class
CA-2017-163321,2014-03-17,2014-03-24,Second Class
CA-2014-155887,2014-10-03,2014-10-08,Standard Class
US-2015-165449,2016-03-28,2016-03-31,Standard Class
CA-2015-110247,2017-05-04,2017-05-09,Standard Class
US-2014-141257,2017-05-04,2017-05-09,Standard Class
CA-2014-154669,2017-05-04,2017-05-09,Second Class
CA-2014-158029,2014-07-05,2014-07-05,Standard Class
CA-2015-155306,2014-07-05,2014-07-05,Standard Class
CA-2016-127775,2016-05-05,2016-05-07,Second Class
CA-2016-146171,2017-04-26,2017-04-27,Standard Class
CA-2014-129574,2014-09-26,2014-10-01,First Class
CA-2017-126536,2017-10-19,2017-10-25,First Class
CA-2017-165757,2017-10-19,2017-10-25,Standard Class
CA-2017-167752,2017-10-19,2017-10-25,First Class
US-2015-122140,2017-11-10,2017-11-11,Standard Class
CA-2016-163986,2017-11-10,2017-11-11,Standard Class
CA-2017-158967,2017-11-10,2017-11-11,First Class
CA-2016-131576,2017-11-10,2017-11-11,Standard Class
CA-2017-143455,2017-11-10,2017-11-11,Standard Class
CA-2016-144729,2017-07-08,2017-07-11,Standard Class
CA-2015-127019,2015-12-24,2015-12-28,Standard Class
CA-2015-138534,2015-12-24,2015-12-28,Second Class
CA-2017-108322,2017-03-07,2017-03-12,Standard Class
CA-2017-167668,2014-04-01,2014-04-06,First Class
CA-2017-146724,2014-04-01,2014-04-06,Standard Class
CA-2016-139878,2015-09-14,2015-09-19,Standard Class
US-2016-106677,2014-08-04,2014-08-09,Standard Class
CA-2016-116974,2014-08-04,2014-08-09,Standard Class
CA-2015-149972,2014-08-04,2014-08-09,First Class
US-2014-117744,2014-08-04,2014-08-09,Standard Class
CA-2014-125514,2014-08-04,2014-08-09,First Class
CA-2014-154599,2014-08-04,2014-08-09,Standard Class
CA-2017-158743,2016-09-03,2016-09-09,Standard Class
CA-2016-153318,2016-02-05,2016-02-05,First Class
US-2015-110163,2016-02-05,2016-02-05,First Class
CA-2017-143329,2016-02-05,2016-02-05,Standard Class
CA-2015-159380,2016-02-05,2016-02-05,Standard Class
CA-2015-122623,2016-02-05,2016-02-05,Standard Class
CA-2015-148635,2016-02-05,2016-02-05,Second Class
CA-2015-135685,2016-02-05,2016-02-05,Second Class
CA-2015-104626,2016-02-05,2016-02-05,Standard Class
CA-2016-160500,2016-02-05,2016-02-05,First Class
CA-2017-100202,2016-02-05,2016-02-05,Standard Class
CA-2017-131016,2016-02-05,2016-02-05,First Class
US-2014-112914,2017-07-03,2017-07-04,Standard Class
CA-2016-124149,2017-10-09,2017-10-14,First Class
CA-2014-148915,2017-10-09,2017-10-14,Standard Class
CA-2017-134649,2016-11-24,2016-11-26,Second Class
CA-2017-110842,2016-11-24,2016-11-26,Standard Class
CA-2016-147368,2016-11-24,2016-11-26,First Class
US-2015-104185,2016-11-24,2016-11-26,Second Class
US-2014-125521,2016-11-01,2016-11-05,Standard Class
US-2017-135062,2016-11-01,2016-11-05,Second Class
CA-2017-135650,2016-04-19,2016-04-25,Standard Class
CA-2017-112865,2016-04-19,2016-04-25,Standard Class
US-2016-162852,2014-04-06,2014-04-08,Standard Class
CA-2017-138163,2014-04-06,2014-04-08,First Class
CA-2017-152093,2014-04-06,2014-04-08,Standard Class
CA-2017-157854,2016-09-02,2016-09-06,Standard Class
CA-2016-123617,2016-09-02,2016-09-06,Standard Class
US-2016-128293,2016-09-25,2016-09-30,First Class
CA-2017-107342,2017-11-04,2017-11-11,Standard Class
CA-2016-136371,2016-07-09,2016-07-13,Second Class
CA-2017-137344,2016-07-09,2016-07-13,Same Day
CA-2017-169810,2014-06-30,2014-07-05,Standard Class
CA-2016-128594,2017-01-28,2017-01-31,First Class
CA-2016-154690,2017-01-28,2017-01-31,Second Class
CA-2017-138975,2015-09-21,2015-09-24,Standard Class
CA-2017-106537,2015-09-21,2015-09-24,Standard Class
US-2017-103828,2015-09-21,2015-09-24,Same Day
CA-2016-115588,2015-09-26,2015-09-30,Second Class
CA-2017-143861,2015-09-26,2015-09-30,Standard Class
CA-2014-148040,2015-09-26,2015-09-30,Standard Class
CA-2017-135167,2015-09-26,2015-09-30,Standard Class
CA-2017-137022,2015-09-26,2015-09-30,Standard Class
US-2017-102638,2015-09-26,2015-09-30,First Class
US-2016-167339,2015-09-26,2015-09-30,Second Class
CA-2016-152072,2015-10-31,2015-11-04,Standard Class
CA-2016-102932,2015-10-31,2015-11-04,Second Class
CA-2014-165540,2015-10-31,2015-11-04,Standard Class
CA-2016-130799,2015-10-31,2015-11-04,Second Class
CA-2016-164483,2017-11-26,2017-11-30,Standard Class
US-2016-159856,2014-12-19,2014-12-21,Standard Class
CA-2017-102099,2014-12-19,2014-12-21,First Class
CA-2017-164049,2014-12-19,2014-12-21,Standard Class
CA-2014-142727,2016-12-26,2016-12-30,Second Class
CA-2017-139913,2017-06-20,2017-06-27,Standard Class
CA-2014-169033,2017-06-20,2017-06-27,Standard Class
US-2016-164630,2015-10-15,2015-10-15,Standard Class
US-2015-114839,2015-10-15,2015-10-15,Standard Class
CA-2015-166464,2017-04-12,2017-04-15,Standard Class
CA-2017-124898,2017-04-12,2017-04-15,Standard Class
CA-2016-164035,2017-12-19,2017-12-24,Standard Class
CA-2016-153577,2017-08-05,2017-08-08,Standard Class
CA-2014-127586,2015-10-01,2015-10-06,Standard Class
CA-2017-121615,2016-05-23,2016-05-28,Standard Class
CA-2017-166415,2017-06-13,2017-06-16,Standard Class
CA-2015-118444,2017-06-13,2017-06-16,Standard Class
CA-2014-113929,2017-06-13,2017-06-16,Standard Class
CA-2015-134747,2014-04-23,2014-04-24,Second Class
CA-2017-155047,2015-05-01,2015-05-07,First Class
CA-2016-160129,2015-07-19,2015-07-20,Same Day
CA-2017-164329,2016-11-26,2016-11-29,Same Day
US-2015-141453,2016-11-26,2016-11-29,Second Class
CA-2014-156993,2016-11-26,2016-11-29,Standard Class
CA-2014-157721,2016-11-26,2016-11-29,First Class
CA-2017-128629,2017-06-12,2017-06-19,Second Class
CA-2017-158106,2017-06-12,2017-06-19,Standard Class
US-2017-120390,2015-08-17,2015-08-21,Standard Class
CA-2017-143434,2016-09-25,2016-10-01,Standard Class
CA-2015-168564,2014-05-04,2014-05-04,Same Day
US-2016-169040,2015-12-01,2015-12-08,Standard Class
CA-2017-155880,2016-03-11,2016-03-15,Standard Class
CA-2017-126242,2016-08-26,2016-08-28,Standard Class
CA-2016-166443,2016-08-26,2016-08-28,First Class
CA-2017-169859,2016-12-16,2016-12-19,Standard Class
CA-2017-134915,2014-08-08,2014-08-14,Same Day
CA-2016-153353,2014-08-08,2014-08-14,Standard Class
CA-2017-123638,2015-05-16,2015-05-16,Standard Class
CA-2017-168900,2017-12-09,2017-12-13,Standard Class
CA-2015-158456,2017-12-09,2017-12-13,Standard Class
CA-2017-143665,2017-12-09,2017-12-13,Standard Class
CA-2017-137428,2015-09-24,2015-09-27,Second Class
CA-2014-162866,2017-07-11,2017-07-15,Standard Class
CA-2017-167941,2015-12-01,2015-12-02,Second Class
CA-2017-111808,2016-11-19,2016-11-25,Standard Class
CA-2015-137512,2016-11-19,2016-11-25,Standard Class
CA-2017-139773,2017-03-19,2017-03-24,Same Day
CA-2017-134607,2016-11-13,2016-11-17,Second Class
CA-2014-109232,2017-11-19,2017-11-20,Second Class
CA-2015-139850,2016-12-02,2016-12-08,Standard Class
CA-2014-131310,2016-12-02,2016-12-08,Standard Class
US-2014-112872,2016-12-02,2016-12-08,Second Class
CA-2016-139269,2017-08-25,2017-08-28,Standard Class
CA-2016-139010,2017-08-25,2017-08-28,Second Class
CA-2016-134376,2016-10-14,2016-10-18,Standard Class
CA-2017-147291,2014-11-27,2014-12-03,Standard Class
CA-2016-112893,2015-11-03,2015-11-07,Second Class
US-2014-150532,2015-11-03,2015-11-07,Standard Class
CA-2014-138317,2015-11-03,2015-11-07,Standard Class
CA-2015-130610,2014-11-29,2014-12-06,Standard Class
CA-2017-104381,2017-04-30,2017-05-05,Standard Class
CA-2016-131499,2017-11-24,2017-11-28,First Class
CA-2014-148761,2017-11-24,2017-11-28,Standard Class
CA-2017-116519,2017-10-30,2017-11-03,First Class
CA-2014-130729,2014-12-17,2014-12-19,Standard Class
CA-2016-124772,2017-09-04,2017-09-08,First Class
CA-2016-115525,2017-09-04,2017-09-08,Standard Class
CA-2017-134845,2017-09-04,2017-09-08,Standard Class
US-2015-138919,2016-10-17,2016-10-20,Standard Class
US-2016-160528,2017-11-12,2017-11-18,Standard Class
CA-2015-123568,2017-11-12,2017-11-18,Standard Class
CA-2017-124674,2017-11-12,2017-11-18,Standard Class
CA-2015-164441,2016-11-24,2016-12-01,Standard Class
CA-2017-169054,2016-11-24,2016-12-01,Standard Class
CA-2014-106719,2015-08-01,2015-08-07,Same Day
CA-2017-116855,2015-08-01,2015-08-07,Standard Class
US-2016-164189,2017-12-24,2017-12-29,Standard Class
CA-2015-168480,2016-09-17,2016-09-23,Standard Class
US-2016-114293,2017-12-10,2017-12-10,Standard Class
CA-2017-134173,2017-09-12,2017-09-15,Standard Class
US-2015-123960,2017-06-24,2017-07-01,Standard Class
CA-2017-101749,2017-06-24,2017-07-01,Standard Class
US-2016-147991,2017-08-18,2017-08-22,Standard Class
CA-2017-149559,2017-08-18,2017-08-22,Same Day
CA-2015-135174,2017-08-18,2017-08-22,Second Class
CA-2017-125290,2017-12-11,2017-12-17,Second Class
CA-2014-137351,2017-12-10,2017-12-14,Standard Class
CA-2017-121419,2014-02-03,2014-02-06,First Class
US-2017-148054,2014-02-03,2014-02-06,Standard Class
CA-2016-128517,2017-02-11,2017-02-14,Second Class
US-2015-100377,2017-04-16,2017-04-21,Standard Class
CA-2017-131492,2015-12-06,2015-12-11,Second Class
CA-2016-144554,2015-12-06,2015-12-11,Standard Class
CA-2017-127621,2015-12-06,2015-12-11,Standard Class
CA-2015-145184,2015-12-06,2015-12-11,First Class
CA-2017-106859,2015-12-06,2015-12-11,Second Class
US-2017-120089,2016-07-22,2016-07-27,Same Day
CA-2014-119375,2016-07-22,2016-07-27,Standard Class
CA-2016-125206,2015-11-07,2015-11-10,First Class
CA-2015-126137,2015-11-07,2015-11-10,Standard Class
CA-2014-143903,2015-03-26,2015-03-31,Standard Class
CA-2014-104780,2017-08-31,2017-09-05,Standard Class
CA-2017-101182,2017-08-31,2017-09-05,First Class
US-2017-132297,2016-12-04,2016-12-08,Standard Class
CA-2014-100328,2017-02-10,2017-02-14,Standard Class
CA-2017-118773,2016-10-29,2016-11-02,Standard Class
US-2017-159205,2016-10-29,2016-11-02,Second Class
CA-2016-112123,2017-09-15,2017-09-17,Standard Class
CA-2015-114468,2017-09-15,2017-09-17,Same Day
CA-2017-135692,2017-09-15,2017-09-17,Standard Class
CA-2017-131233,2017-09-15,2017-09-17,Standard Class
CA-2017-119578,2014-03-11,2014-03-16,Second Class
CA-2016-124562,2014-03-11,2014-03-16,Standard Class
US-2017-140074,2014-02-04,2014-02-08,Standard Class
CA-2016-103037,2014-02-04,2014-02-08,Standard Class
CA-2017-127460,2014-12-31,2015-01-04,Standard Class
CA-2016-121671,2015-11-23,2015-11-27,Standard Class
CA-2016-150350,2015-11-23,2015-11-27,Standard Class
CA-2015-121720,2015-11-23,2015-11-27,First Class
CA-2017-149895,2014-07-06,2014-07-08,Standard Class
CA-2017-147564,2017-11-13,2017-11-18,Standard Class
CA-2014-136399,2016-06-17,2016-06-22,First Class
CA-2014-107916,2014-05-03,2014-05-05,First Class
CA-2017-164168,2017-10-16,2017-10-21,Standard Class
CA-2015-112557,2015-02-06,2015-02-13,First Class
US-2014-122959,2017-09-04,2017-09-08,Same Day
CA-2017-162572,2016-05-09,2016-05-15,Second Class
US-2016-148110,2016-05-09,2016-05-15,Standard Class
CA-2017-131828,2015-03-16,2015-03-18,Second Class
CA-2014-109218,2016-04-09,2016-04-13,Second Class
CA-2016-120558,2014-04-04,2014-04-09,First Class
US-2014-109036,2017-09-05,2017-09-06,Standard Class
CA-2015-147830,2017-06-30,2017-06-30,First Class
CA-2017-150497,2015-11-09,2015-11-09,Standard Class
CA-2014-128986,2014-03-04,2014-03-04,Second Class
CA-2015-139584,2015-03-19,2015-03-25,Standard Class
US-2016-162677,2015-11-29,2015-11-30,First Class
US-2014-150924,2015-11-29,2015-11-30,Second Class
CA-2014-153969,2017-06-11,2017-06-11,Standard Class
CA-2016-146682,2017-11-26,2017-11-30,First Class
CA-2016-138695,2014-11-23,2014-11-25,Standard Class
CA-2017-107461,2014-11-23,2014-11-25,Second Class
US-2016-133879,2014-11-23,2014-11-25,Standard Class
CA-2017-157483,2014-11-23,2014-11-25,Standard Class
US-2017-132059,2014-12-15,2014-12-18,Standard Class
CA-2017-122280,2014-12-15,2014-12-18,Same Day
CA-2017-105235,2016-04-22,2016-04-27,Standard Class
CA-2017-152912,2016-05-23,2016-05-27,Second Class
CA-2014-123498,2016-02-27,2016-03-01,First Class
CA-2017-159352,2015-08-09,2015-08-12,Standard Class
US-2017-146416,2015-08-09,2015-08-12,Second Class
US-2015-163783,2015-08-09,2015-08-12,Standard Class
CA-2017-123981,2015-08-09,2015-08-12,Standard Class
CA-2017-158953,2015-08-09,2015-08-12,Standard Class
CA-2014-165428,2015-08-09,2015-08-12,First Class
CA-2016-169026,2015-08-09,2015-08-12,Standard Class
CA-2017-109750,2015-08-09,2015-08-12,Standard Class
CA-2015-149384,2015-08-09,2015-08-12,Same Day
CA-2014-131527,2015-08-09,2015-08-12,Standard Class
CA-2017-164000,2016-05-12,2016-05-16,Standard Class
CA-2014-164224,2016-04-15,2016-04-19,Second Class
CA-2014-158372,2016-04-15,2016-04-19,Standard Class
CA-2016-108882,2015-06-23,2015-06-25,Standard Class
US-2017-108245,2014-10-19,2014-10-19,Standard Class
CA-2014-142314,2015-03-24,2015-03-27,Standard Class
CA-2016-132409,2017-05-08,2017-05-12,Standard Class
CA-2017-150189,2017-10-16,2017-10-18,First Class
CA-2014-114433,2017-11-19,2017-11-21,Standard Class
CA-2017-104640,2017-11-19,2017-11-21,Standard Class
US-2015-137008,2017-11-19,2017-11-21,Standard Class
CA-2014-108189,2017-11-19,2017-11-21,First Class
CA-2014-154641,2016-05-08,2016-05-13,Standard Class
CA-2017-131625,2016-12-11,2016-12-17,Second Class
US-2017-156356,2017-11-30,2017-12-04,Standard Class
CA-2016-138933,2016-04-19,2016-04-24,First Class
CA-2016-140746,2016-04-19,2016-04-24,Same Day
CA-2016-146836,2016-04-19,2016-04-24,Same Day
US-2016-127971,2016-04-19,2016-04-24,Standard Class
US-2016-140809,2016-04-19,2016-04-24,First Class
CA-2017-114524,2016-04-19,2016-04-24,Second Class
CA-2017-113355,2014-05-26,2014-05-30,Standard Class
US-2017-140907,2014-05-26,2014-05-30,Second Class
CA-2016-159730,2014-05-26,2014-05-30,Standard Class
CA-2016-157868,2017-12-21,2017-12-25,Standard Class
CA-2017-119389,2016-03-15,2016-03-19,First Class
CA-2017-110373,2015-08-10,2015-08-16,Second Class
CA-2016-155474,2015-08-10,2015-08-16,Standard Class
CA-2015-155453,2015-08-10,2015-08-16,Standard Class
US-2016-161844,2016-09-10,2016-09-14,Second Class
US-2016-162103,2016-09-10,2016-09-14,Standard Class
CA-2014-151554,2017-07-08,2017-07-15,First Class
CA-2014-140662,2017-07-08,2017-07-15,First Class
CA-2016-122518,2017-07-08,2017-07-15,Second Class
US-2014-126571,2017-07-08,2017-07-15,Standard Class
CA-2014-143840,2015-12-19,2015-12-24,Standard Class
CA-2014-115980,2015-12-19,2015-12-24,Standard Class
CA-2015-155145,2015-11-16,2015-11-22,Second Class
CA-2015-146038,2015-09-24,2015-09-30,Standard Class
CA-2017-133865,2017-06-21,2017-06-25,Standard Class
CA-2017-116358,2017-06-21,2017-06-25,Standard Class
CA-2014-102988,2016-05-08,2016-05-08,Second Class
US-2014-117170,2016-05-08,2016-05-08,Standard Class
CA-2014-159478,2016-05-08,2016-05-08,Standard Class
CA-2014-103702,2016-05-08,2016-05-08,Standard Class
CA-2017-150525,2016-05-08,2016-05-08,Standard Class
CA-2015-157770,2014-11-26,2014-12-02,First Class
CA-2016-167290,2014-11-26,2014-12-02,Standard Class
CA-2014-106264,2014-11-26,2014-12-02,Standard Class
CA-2014-138023,2016-05-26,2016-06-01,First Class
CA-2017-113418,2016-05-26,2016-06-01,First Class
US-2015-110569,2016-05-26,2016-06-01,Standard Class
CA-2017-136308,2016-05-26,2016-06-01,Same Day
US-2014-159926,2014-11-29,2014-12-04,Standard Class
CA-2014-104738,2015-03-19,2015-03-20,Second Class
CA-2015-144386,2015-03-19,2015-03-20,Standard Class
CA-2016-111416,2015-03-19,2015-03-20,Standard Class
CA-2016-162747,2015-11-01,2015-11-03,Second Class
US-2014-133130,2015-11-01,2015-11-03,Standard Class
CA-2017-169978,2015-09-26,2015-09-29,Standard Class
CA-2017-161739,2015-09-26,2015-09-29,Second Class
CA-2015-165057,2014-08-29,2014-08-29,Standard Class
CA-2014-134551,2014-08-29,2014-08-29,Standard Class
CA-2015-120810,2017-11-18,2017-11-21,Standard Class
CA-2014-165309,2017-11-18,2017-11-21,Standard Class
CA-2017-122595,2017-11-18,2017-11-21,Standard Class
US-2017-109253,2017-11-18,2017-11-21,First Class
CA-2016-145982,2017-11-18,2017-11-21,Second Class
CA-2015-112014,2014-05-12,2014-05-15,Standard Class
CA-2017-154732,2017-01-20,2017-01-26,First Class
US-2016-157308,2017-10-30,2017-11-06,Standard Class
CA-2016-147536,2017-10-30,2017-11-06,Standard Class
US-2014-134733,2017-04-30,2017-05-06,Standard Class
US-2014-150434,2017-04-30,2017-05-06,Standard Class
CA-2017-100335,2016-11-24,2016-11-26,Standard Class
CA-2016-139234,2016-11-24,2016-11-26,Standard Class
US-2015-142020,2016-11-24,2016-11-26,Second Class
CA-2015-139962,2016-11-24,2016-11-26,Standard Class
CA-2016-130050,2016-11-24,2016-11-26,Second Class
CA-2014-115161,2016-11-24,2016-11-26,First Class
CA-2014-165379,2015-01-10,2015-01-15,Standard Class
CA-2015-115511,2017-10-19,2017-10-26,Standard Class
CA-2016-134887,2016-03-22,2016-03-25,Same Day
CA-2017-123778,2017-07-03,2017-07-07,Standard Class
CA-2015-161718,2015-12-11,2015-12-12,Standard Class
CA-2016-100671,2015-09-17,2015-09-21,First Class
CA-2017-142867,2015-09-17,2015-09-21,Standard Class
CA-2017-103156,2016-05-18,2016-05-24,First Class
US-2017-162208,2016-05-18,2016-05-24,First Class
CA-2015-130659,2014-09-07,2014-09-13,Second Class
CA-2017-148404,2014-09-07,2014-09-13,Standard Class
CA-2017-101077,2014-09-07,2014-09-13,Second Class
CA-2014-166471,2014-09-07,2014-09-13,Standard Class
CA-2014-105340,2016-09-29,2016-10-01,First Class
US-2017-131583,2016-11-07,2016-11-12,Same Day
US-2017-148362,2017-04-24,2017-04-27,Standard Class
CA-2014-102274,2017-04-24,2017-04-27,Standard Class
CA-2015-129700,2017-04-24,2017-04-27,First Class
CA-2017-168739,2017-12-10,2017-12-12,Standard Class
CA-2015-152527,2017-12-10,2017-12-12,Same Day
US-2014-150119,2014-08-16,2014-08-20,Standard Class
US-2017-150847,2017-12-09,2017-12-15,Standard Class
CA-2016-100244,2017-12-09,2017-12-15,Standard Class
CA-2016-116540,2016-03-14,2016-03-19,Same Day
CA-2015-151841,2016-06-26,2016-06-29,Standard Class
CA-2015-150791,2015-09-25,2015-09-28,Standard Class
CA-2016-134803,2015-09-25,2015-09-28,Standard Class
CA-2015-153381,2015-09-25,2015-09-28,Standard Class
US-2017-111024,2015-12-27,2015-12-31,Second Class
CA-2017-148264,2015-12-27,2015-12-31,First Class
CA-2017-131212,2014-06-03,2014-06-07,Standard Class
US-2015-100531,2015-07-13,2015-07-15,First Class
CA-2017-152583,2015-07-13,2015-07-15,Same Day
CA-2015-144099,2015-07-13,2015-07-15,Same Day
CA-2014-158337,2014-02-02,2014-02-06,Second Class
CA-2017-168858,2016-03-08,2016-03-08,Standard Class
CA-2016-116344,2015-11-22,2015-11-26,Standard Class
CA-2015-131779,2017-10-30,2017-11-05,Standard Class
CA-2016-158869,2017-10-30,2017-11-05,First Class
CA-2017-102554,2017-10-30,2017-11-05,Standard Class
CA-2016-162614,2017-10-30,2017-11-05,Standard Class
CA-2014-168592,2017-10-30,2017-11-05,Standard Class
CA-2014-157609,2017-10-30,2017-11-05,Second Class
CA-2015-153325,2015-01-30,2015-02-04,Second Class
CA-2015-153626,2017-09-08,2017-09-13,Standard Class
CA-2016-166485,2017-10-07,2017-10-13,Standard Class
CA-2017-136448,2016-04-30,2016-05-04,First Class
CA-2017-114258,2016-05-19,2016-05-24,Second Class
CA-2015-152611,2016-05-19,2016-05-24,Second Class
CA-2016-165470,2016-05-19,2016-05-24,Standard Class
CA-2017-128699,2016-05-19,2016-05-24,Second Class
US-2015-147242,2016-05-19,2016-05-24,Standard Class
CA-2016-146143,2015-12-20,2015-12-25,Standard Class
CA-2015-100888,2015-12-20,2015-12-25,Standard Class
US-2016-150035,2015-12-20,2015-12-25,Standard Class
CA-2017-122644,2015-12-19,2015-12-20,Standard Class
CA-2017-111815,2015-12-19,2015-12-20,Standard Class
CA-2016-144911,2015-12-19,2015-12-20,First Class
CA-2014-143385,2017-04-29,2017-05-04,Standard Class
CA-2016-131289,2016-02-07,2016-02-07,Standard Class
CA-2014-124023,2016-02-07,2016-02-07,First Class
CA-2014-124688,2014-09-28,2014-10-03,First Class
CA-2016-151169,2014-09-28,2014-10-03,Standard Class
US-2016-134761,2016-07-10,2016-07-14,Same Day
CA-2017-120705,2016-07-10,2016-07-14,Standard Class
CA-2015-157322,2017-07-29,2017-08-01,Standard Class
CA-2017-142034,2017-07-29,2017-08-01,Standard Class
CA-2016-107328,2017-07-29,2017-08-01,Standard Class
CA-2016-108616,2015-09-03,2015-09-09,Standard Class
CA-2017-125115,2015-09-03,2015-09-09,Same Day
CA-2016-150945,2015-09-03,2015-09-09,Second Class
CA-2014-166863,2014-08-09,2014-08-16,Standard Class
